App,Category,Rating,Reviews,Installs,Type,Content Rating,Reviews_log,Installs_log,Rating_normalized,Reviews_normalized,Installs_normalized,popularity_score
Skype - free IM & video calls,COMMUNICATION,4.1,10484169,1000000000,Free,Everyone,16.165377058479013,20.72326583794641,0.7749999999999999,0.8894661299136342,1.0,0.88816
Telegram,COMMUNICATION,4.4,3128509,100000000,Free,Mature 17+,14.956067410835455,18.420680753952364,0.8500000000000001,0.8229263907992568,0.888888889328545,0.85394
Who,COMMUNICATION,4.3,2451093,100000000,Free,Teen,14.712045013468028,18.420680753952364,0.825,0.8094995677431991,0.888888889328545,0.84113
Google Voice,COMMUNICATION,4.2,171031,10000000,Free,Everyone,12.049605952480244,16.118095750958314,0.8,0.6630044158428875,0.7777777825657402,0.74693
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,100000000,Free,Everyone,14.872085182930132,18.420680753952364,0.8500000000000001,0.8183054440087028,0.888888889328545,0.8524
Android Messages,COMMUNICATION,4.2,781810,100000000,Free,Everyone,13.569368302336661,18.420680753952364,0.8,0.746626166874436,0.888888889328545,0.81184
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,1000000,Free,Everyone,10.24845928021533,13.815511557963774,0.7749999999999999,0.5639000798171474,0.666666714889415,0.66852
chomp SMS,COMMUNICATION,4.3,335646,10000000,Free,Everyone,12.723815291445232,16.118095750958314,0.825,0.700101377411518,0.7777777825657402,0.76763
Glide - Video Chat Messenger,COMMUNICATION,4.3,350154,10000000,Free,Everyone,12.766131192576172,16.118095750958314,0.825,0.7024297215433366,0.7777777825657402,0.7684
Text SMS,COMMUNICATION,4.5,349384,10000000,Free,Everyone,12.763929745022134,16.118095750958314,0.875,0.7023085914868576,0.7777777825657402,0.78503
Google Allo,COMMUNICATION,4.3,346982,10000000,Free,Everyone,12.757031066374413,16.118095750958314,0.825,0.7019290060941935,0.7777777825657402,0.76824
Talkray - Free Calls & Texts,COMMUNICATION,4.2,244863,10000000,Free,Everyone,12.40845823335987,16.118095750958314,0.8,0.6827495135495483,0.7777777825657402,0.75351
LINE: Free Calls & Messages,COMMUNICATION,4.2,10790289,500000000,Free,Everyone,16.194157213610865,20.030118658386467,0.8,0.8910496978756333,0.9665522227538711,0.88587
GroupMe,COMMUNICATION,4.5,330761,10000000,Free,Everyone,12.709154362498195,16.118095750958314,0.875,0.6992946903986332,0.7777777825657402,0.78402
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,1000000,Free,Everyone,10.527311449886323,13.815511557963774,0.825,0.5792433383924358,0.666666714889415,0.6903
BBM - Free Calls & Messages,COMMUNICATION,4.3,12842860,100000000,Free,Everyone,16.368298650720195,18.420680753952364,0.825,0.9006314669592063,0.888888889328545,0.87151
KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527,100000000,Free,Everyone,14.750241420730344,18.420680753952364,0.825,0.8116012453237041,0.888888889328545,0.84183
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,1000000,Free,Everyone,10.515804215181525,13.815511557963774,0.8500000000000001,0.5786101768223804,0.666666714889415,0.69843
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,1000000,Free,Everyone,9.672878705110646,13.815511557963774,0.8,0.5322299601076108,0.666666714889415,0.6663
Google Allo,COMMUNICATION,4.3,346980,10000000,Free,Everyone,12.757025302386657,16.118095750958314,0.825,0.7019286889427987,0.7777777825657402,0.76824
Google Chrome: Fast & Secure,COMMUNICATION,4.3,9643041,1000000000,Free,Everyone,16.081747176974066,20.72326583794641,0.825,0.8848645702482922,1.0,0.90329
Firefox Browser fast & private,COMMUNICATION,4.4,3075118,100000000,Free,Everyone,14.938854157660954,18.420680753952364,0.8500000000000001,0.8219792674733386,0.888888889328545,0.85362
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,50000000,Free,Everyone,14.63304867163623,17.72753358339242,0.8999999999999999,0.8051529589265733,0.8554411125167106,0.85353
Puffin Web Browser,COMMUNICATION,4.3,541389,10000000,Free,Everyone,13.201895185360058,16.118095750958314,0.825,0.7264067256562036,0.7777777825657402,0.77639
Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473693,100000000,Free,Everyone,14.72122313794687,18.420680753952364,0.8500000000000001,0.8100045748847293,0.888888889328545,0.84963
Ninesky Browser,COMMUNICATION,4.2,42925,1000000,Free,Everyone,10.66723298194161,13.815511557963774,0.8,0.5869422286291793,0.666666714889415,0.68454
Opera Mini - fast web browser,COMMUNICATION,4.5,5150471,100000000,Free,Everyone,15.454598918925706,18.420680753952364,0.875,0.8503570464243576,0.888888889328545,0.87142
"Dolphin Browser - Fast, Private & Adblock🐬",COMMUNICATION,4.5,2511130,50000000,Free,Everyone,14.736243807228911,17.72753358339242,0.875,0.8108310558586452,0.8554411125167106,0.84709
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,100000000,Free,Teen,15.109821474554682,18.420680753952364,0.8500000000000001,0.8313863872175341,0.888888889328545,0.85676
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,500000000,Free,Teen,16.689913885295166,20.030118658386467,0.875,0.9183276739195394,0.9665522227538711,0.91996
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,1000000,Free,Everyone,9.48044384215367,13.815511557963774,0.7749999999999999,0.5216416334514736,0.666666714889415,0.65444
InBrowser - Incognito Browsing,COMMUNICATION,4.2,27156,1000000,Free,Everyone,10.209390119018103,13.815511557963774,0.8,0.5617503807731129,0.666666714889415,0.67614
Web Browser for Android,COMMUNICATION,4.1,55098,1000000,Free,Everyone,10.916886846155988,13.815511557963774,0.7749999999999999,0.6006789113936728,0.666666714889415,0.68078
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,10000000,Free,Everyone,13.940822513374568,16.118095750958314,0.825,0.7670646594834724,0.7777777825657402,0.78995
Lightning Web Browser,COMMUNICATION,4.1,12578,500000,Free,Everyone,9.439784035838873,13.122365377402328,0.7749999999999999,0.519404412480071,0.6332189858499012,0.64254
Web Browser,COMMUNICATION,4.2,10965,500000,Free,Everyone,9.302554855963994,13.122365377402328,0.8,0.5118536633021847,0.6332189858499012,0.64836
Puffin Browser Pro,COMMUNICATION,4.0,18247,100000,Paid,Everyone,9.811810763964225,11.51293546492023,0.75,0.539874406646803,0.5555560380757588,0.61514
Contacts+,COMMUNICATION,4.2,190613,10000000,Free,Everyone,12.158005719760787,16.118095750958314,0.8,0.6689688867697188,0.7777777825657402,0.74892
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,10000000,Free,Everyone,11.737931281192244,16.118095750958314,0.8,0.6458551676280286,0.7777777825657402,0.74121
Calls & Text by Mo+,COMMUNICATION,4.2,83239,5000000,Free,Everyone,11.32948328050757,15.424948670398354,0.8,0.6233811689625042,0.7443300100968498,0.72257
Viber Messenger,COMMUNICATION,4.3,11334973,500000000,Free,Everyone,16.243403548140808,20.030118658386467,0.825,0.8937593746390222,0.9665522227538711,0.8951
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,1000000,Free,Everyone,11.185337644782546,13.815511557963774,0.825,0.6154498562384976,0.666666714889415,0.70237
Safest Call Blocker,COMMUNICATION,4.4,27540,1000000,Free,Everyone,10.223431082444048,13.815511557963774,0.8500000000000001,0.5625229554772818,0.666666714889415,0.69306
Full Screen Caller ID,COMMUNICATION,4.2,104990,5000000,Free,Everyone,11.561629911180267,15.424948670398354,0.8,0.636154552745014,0.7443300100968498,0.72683
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,10000000,Free,Mature 17+,12.087874523737458,16.118095750958314,0.8500000000000001,0.6651100640965807,0.7777777825657402,0.7643
Call Blocker,COMMUNICATION,4.1,17529,1000000,Free,Everyone,9.77166897791528,13.815511557963774,0.7749999999999999,0.5376656886592415,0.666666714889415,0.65978
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,10000000,Free,Mature 17+,12.085395425760455,16.118095750958314,0.8,0.6649736569051304,0.7777777825657402,0.74758
Should I Answer?,COMMUNICATION,4.8,237468,1000000,Free,Everyone,12.377792367621742,13.815511557963774,0.95,0.6810621882975687,0.666666714889415,0.76591
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,1000000,Free,Everyone,10.381428348966342,13.815511557963774,0.8500000000000001,0.5712164252727672,0.666666714889415,0.69596
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,10000000,Free,Everyone,13.088943089213142,16.118095750958314,0.8500000000000001,0.7201917723357839,0.7777777825657402,0.78266
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,10000000,Free,Everyone,13.22210372948797,16.118095750958314,0.8500000000000001,0.7275186586146256,0.7777777825657402,0.7851
CIA - Caller ID & Call Blocker,COMMUNICATION,4.0,60308,5000000,Free,Everyone,11.00723662530939,15.424948670398354,0.75,0.605650219400372,0.7443300100968498,0.69999
Calls Blacklist - Call Blocker,COMMUNICATION,4.5,457283,10000000,Free,Everyone,13.033059921061168,16.118095750958314,0.875,0.7171169176557084,0.7777777825657402,0.78996
Call Control - Call Blocker,COMMUNICATION,4.4,93825,5000000,Free,Everyone,11.449197282086578,15.424948670398354,0.8500000000000001,0.6299681820148909,0.7443300100968498,0.74143
True Contact - Real Caller ID,COMMUNICATION,4.1,32283,1000000,Free,Everyone,10.382327030444262,13.815511557963774,0.7749999999999999,0.5712658733452308,0.666666714889415,0.67098
Video Caller Id,COMMUNICATION,4.2,15287,1000000,Free,Everyone,9.634823485920109,13.815511557963774,0.8,0.530136051106047,0.666666714889415,0.6656
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,5000000,Free,Everyone,12.234368514685022,15.424948670398354,0.875,0.6731705901648785,0.7443300100968498,0.76417
Burner - Free Phone Number,COMMUNICATION,4.3,14873,1000000,Free,Everyone,9.607370001263245,13.815511557963774,0.825,0.5286254804177143,0.666666714889415,0.67343
"Truecaller: Caller ID, SMS spam blocking & Dialer",COMMUNICATION,4.5,7820209,100000000,Free,Everyone,15.872221966380874,18.420680753952364,0.875,0.8733358828869348,0.888888889328545,0.87907
Caller ID +,COMMUNICATION,4.0,9498,1000000,Free,Everyone,9.158941808890182,13.815511557963774,0.75,0.5039516551570146,0.666666714889415,0.64021
Gmail,COMMUNICATION,4.3,4604483,1000000000,Free,Everyone,15.342541169275973,20.72326583794641,0.825,0.8441913026531351,1.0,0.88973
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,100000000,Free,Everyone,15.247767995566326,18.420680753952364,0.825,0.8389766065941319,0.888888889328545,0.85096
K-9 Mail,COMMUNICATION,4.2,88427,5000000,Free,Everyone,11.389943940555,15.424948670398354,0.8,0.6267078905793193,0.7443300100968498,0.72368
"myMail – Email for Hotmail, Gmail and Outlook Mail",COMMUNICATION,4.5,305218,10000000,Free,Everyone,12.628784830714224,16.118095750958314,0.875,0.6948725246712113,0.7777777825657402,0.78255
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,1000000,Free,Everyone,12.119288515445282,13.815511557963774,0.8999999999999999,0.6668385534184453,0.666666714889415,0.7445
All Email Providers,COMMUNICATION,4.1,20901,1000000,Free,Everyone,9.947600127154448,13.815511557963774,0.7749999999999999,0.5473459329170111,0.666666714889415,0.663
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,1000000,Free,Everyone,11.716649675524588,13.815511557963774,0.75,0.6446841916982324,0.666666714889415,0.68712
GO Notifier,COMMUNICATION,4.2,124346,10000000,Free,Everyone,11.730831323488175,16.118095750958314,0.8,0.6454645072754279,0.7777777825657402,0.74108
Mail.Ru - Email App,COMMUNICATION,4.6,837842,50000000,Free,Everyone,13.638586011076537,17.72753358339242,0.8999999999999999,0.7504347268165658,0.8554411125167106,0.83529
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,10000,Free,Everyone,5.545177444479562,9.210440366976517,0.7749999999999999,0.3051118141805771,0.44444926967598236,0.50819
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,5000000,Free,Everyone,10.631543277584262,15.424948670398354,0.825,0.5849784771436647,0.7443300100968498,0.7181
mail.com mail,COMMUNICATION,4.2,44706,1000000,Free,Everyone,10.707885367893804,13.815511557963774,0.8,0.5891790413106186,0.666666714889415,0.68528
SolMail - All-in-One email app,COMMUNICATION,4.3,23707,500000,Free,Everyone,10.073567822907728,13.122365377402328,0.825,0.5542770424377159,0.6332189858499012,0.67083
Hangouts,COMMUNICATION,4.0,3419513,1000000000,Free,Everyone,15.04500899367772,20.72326583794641,0.75,0.8278202157433281,1.0,0.85927
imo free video calls and chat,COMMUNICATION,4.3,4785988,500000000,Free,Everyone,15.381203249077569,20.030118658386467,0.825,0.8463186028930946,0.9665522227538711,0.87929
free video calls and chat,COMMUNICATION,4.2,594728,50000000,Free,Everyone,13.295861118588487,17.72753358339242,0.8,0.7315770049927177,0.8554411125167106,0.79567
Viber Messenger,COMMUNICATION,4.3,11335255,500000000,Free,Everyone,16.243428426582714,20.030118658386467,0.825,0.8937607435233581,0.9665522227538711,0.8951
Skype - free IM & video calls,COMMUNICATION,4.1,10484169,1000000000,Free,Everyone,16.165377058479013,20.72326583794641,0.7749999999999999,0.8894661299136342,1.0,0.88816
WeChat,COMMUNICATION,4.2,5387446,100000000,Free,Everyone,15.499582175758745,18.420680753952364,0.8,0.852832156235991,0.888888889328545,0.84724
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,1000000,Free,Everyone,10.282232159944682,13.815511557963774,0.7749999999999999,0.5657583620285821,0.666666714889415,0.66914
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,5000000,Free,Everyone,12.160201466974017,15.424948670398354,0.8999999999999999,0.6690897031768434,0.7443300100968498,0.77114
Glide - Video Chat Messenger,COMMUNICATION,4.3,350154,10000000,Free,Everyone,12.766131192576172,16.118095750958314,0.825,0.7024297215433366,0.7777777825657402,0.7684
Talkray - Free Calls & Texts,COMMUNICATION,4.2,244863,10000000,Free,Everyone,12.40845823335987,16.118095750958314,0.8,0.6827495135495483,0.7777777825657402,0.75351
LINE: Free Calls & Messages,COMMUNICATION,4.2,10790289,500000000,Free,Everyone,16.194157213610865,20.030118658386467,0.8,0.8910496978756333,0.9665522227538711,0.88587
KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527,100000000,Free,Everyone,14.750241420730344,18.420680753952364,0.825,0.8116012453237041,0.888888889328545,0.84183
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,100000000,Free,Everyone,15.65445970491714,18.420680753952364,0.925,0.8613539689949978,0.888888889328545,0.89175
TED,EDUCATION,4.6,181893,10000000,Free,Everyone 10+,12.111179378805511,16.118095750958314,0.8999999999999999,0.6663923651014129,0.7777777825657402,0.78139
English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,4.7,2544,100000,Free,Everyone,7.841885928984623,11.51293546492023,0.925,0.43148340451604766,0.5555560380757588,0.63735
Khan Academy,EDUCATION,4.6,85375,5000000,Free,Everyone,11.35482030983524,15.424948670398354,0.8999999999999999,0.6247752861141217,0.7443300100968498,0.75637
Learn English with Wlingua,EDUCATION,4.7,314299,10000000,Free,Everyone,12.658103222785659,16.118095750958314,0.925,0.6964857079973245,0.7777777825657402,0.79975
Ai La Trieu Phu - ALTP Free,EDUCATION,4.4,776,100000,Free,Everyone,6.655440350367647,11.51293546492023,0.8500000000000001,0.36620171307464333,0.5555560380757588,0.59059
Princess Coloring Book,EDUCATION,4.5,9770,5000000,Free,Everyone,9.187174093944343,15.424948670398354,0.875,0.5055050777115829,0.7443300100968498,0.70828
Learn Spanish - Español,EDUCATION,4.7,32346,1000000,Free,Everyone,10.38427655992558,13.815511557963774,0.925,0.5713731421355985,0.666666714889415,0.72101
English Grammar Test,EDUCATION,4.8,4075,500000,Free,Everyone,8.312871394342615,13.122365377402328,0.95,0.45739839663791787,0.6332189858499012,0.68021
Speed Reading,EDUCATION,4.6,10611,500000,Free,Everyone,9.26974071525763,13.122365377402328,0.8999999999999999,0.5100481337042703,0.6332189858499012,0.68109
English for beginners,EDUCATION,4.6,9321,1000000,Free,Everyone,9.140132476932687,13.815511557963774,0.8999999999999999,0.5029167109276302,0.666666714889415,0.68986
Flame - درب عقلك يوميا,EDUCATION,4.6,56065,1000000,Free,Everyone,10.93428484717576,13.815511557963774,0.8999999999999999,0.6016362000841444,0.666666714889415,0.72277
Mermaids,EDUCATION,4.2,14286,5000000,Free,Everyone,9.567105311865157,15.424948670398354,0.8,0.526409999929908,0.7443300100968498,0.69025
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,1000000,Free,Everyone,11.799133952228456,13.815511557963774,0.9750000000000001,0.6492227168506682,0.666666714889415,0.76363
Kids Mode,EDUCATION,3.8,2469,500000,Free,Everyone,7.8119734296220225,13.122365377402328,0.7,0.4298375316763454,0.6332189858499012,0.58769
PBS KIDS Video,EDUCATION,4.2,36212,5000000,Free,Everyone,10.497173449369237,15.424948670398354,0.8,0.5775850578224069,0.7443300100968498,0.70731
Dinosaurs Coloring Pages,EDUCATION,4.4,390,500000,Free,Everyone,5.968707559985366,13.122365377402328,0.8500000000000001,0.3284156747325478,0.6332189858499012,0.60388
Cars Coloring Pages,EDUCATION,4.4,1090,1000000,Free,Everyone,6.994849985833071,13.815511557963774,0.8500000000000001,0.3848770198009086,0.666666714889415,0.63385
Babbel – Learn Languages,EDUCATION,4.3,266948,10000000,Free,Everyone,12.494812907901462,16.118095750958314,0.825,0.6875009992641468,0.7777777825657402,0.76343
Math Tricks,EDUCATION,4.5,342918,10000000,Free,Everyone,12.745249546656398,16.118095750958314,0.875,0.7012807525638134,0.7777777825657402,0.78469
Monster Truck Driver & Racing,EDUCATION,4.4,748,1000000,Free,Everyone,6.618738983517219,13.815511557963774,0.8500000000000001,0.3641822969721362,0.666666714889415,0.62695
Learn English Words Free,EDUCATION,4.6,172640,5000000,Free,Everyone,12.058969572875556,15.424948670398354,0.8999999999999999,0.6635196295100274,0.7443300100968498,0.76928
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,50000,Free,Mature 17+,4.127134385045092,10.819798284210286,0.725,0.22708695478117977,0.5221087433235612,0.4914
