App,Category,Rating,Reviews,Installs,Type,Content Rating,Reviews_log,Installs_log,Rating_normalized,Reviews_normalized,Installs_normalized,popularity_score
AT&T Call Protect,COMMUNICATION,4.2,6454,5000000,Free,Everyone,8.772610303280743,15.424948670398354,0.8,0.4826945704682355,0.7443300100968498,0.67567
Redbox,ENTERTAINMENT,4.1,115033,10000000,Free,Everyone,11.652983015822809,16.118095750958314,0.7749999999999999,0.641181066642466,0.7777777825657402,0.73132
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,500000,Free,Everyone,6.7912214627261855,13.122365377402328,0.75,0.3736727853600602,0.6332189858499012,0.58563
Extreme Coupon Finder,SHOPPING,4.1,11798,1000000,Free,Everyone,9.37577006109992,13.815511557963774,0.7749999999999999,0.5158821771393505,0.666666714889415,0.65252
myHomework Student Planner,EDUCATION,4.0,28392,1000000,Free,Everyone,10.253897914895148,13.815511557963774,0.75,0.564199329338094,0.666666714889415,0.66029
Snaappy – 3D fun AR core communication platform,SOCIAL,4.6,16801,1000000,Free,Everyone,9.729253205924792,13.815511557963774,0.8999999999999999,0.5353318493418412,0.666666714889415,0.70067
Squadron - Bullet Hell Shooter,GAME,4.2,177542,10000000,Free,Everyone,12.086968112080088,16.118095750958314,0.8,0.6650601906871283,0.7777777825657402,0.74761
"BT Dating -Find your match, help cupid, be social",SOCIAL,4.1,158,50000,Free,Mature 17+,5.068904202220232,10.819798284210286,0.7749999999999999,0.2789058731721287,0.5221087433235612,0.52534
Bus Rush: Subway Edition,GAME,4.1,753043,100000000,Free,Teen,13.53187893800982,18.420680753952364,0.7749999999999999,0.7445633928556123,0.888888889328545,0.80282
My Talking Pet,ENTERTAINMENT,4.6,6238,100000,Paid,Everyone,8.738575192110787,11.51293546492023,0.8999999999999999,0.4808218595191492,0.5555560380757588,0.64546
Channel 19,COMMUNICATION,3.7,916,100000,Free,Mature 17+,6.821107472256465,11.51293546492023,0.675,0.3753172006520324,0.5555560380757588,0.53529
Camera Pro,PHOTOGRAPHY,4.1,7479,1000000,Free,Everyone,8.919988070968524,13.815511557963774,0.7749999999999999,0.4908037245069162,0.666666714889415,0.64416
Makeup Editor -Beauty Photo Editor & Selfie Camera,PHOTOGRAPHY,4.5,3378,1000000,Free,Mature 17+,8.12533508671429,13.815511557963774,0.875,0.4470796027637617,0.666666714889415,0.66292
Hero Fighter X,GAME,4.5,24210,500000,Free,Teen,10.094562354324832,13.122365377402328,0.875,0.5554322227060986,0.6332189858499012,0.68788
Special Forces Group 2,GAME,4.6,1432809,10000000,Free,Mature 17+,14.175148109045434,16.118095750958314,0.8999999999999999,0.7799579362667535,0.7777777825657402,0.81925
CB Heroes,SOCIAL,5.0,5,5,Free,Everyone,1.791759469228055,1.791759469228055,1.0,0.0985878247729741,0.0864612500384548,0.39502
Blur Image Background,PHOTOGRAPHY,3.9,129268,10000000,Free,Everyone,11.769650783501186,16.118095750958314,0.725,0.6476004670330137,0.7777777825657402,0.71679
Ao Oni2,GAME,4.1,21223,1000000,Free,Teen,9.962887895817577,13.815511557963774,0.7749999999999999,0.5481871104768424,0.666666714889415,0.66328
Draw a Stickman: EPIC Free,GAME,4.2,210317,10000000,Free,Everyone 10+,12.256375950039416,16.118095750958314,0.8,0.67438150335813,0.7777777825657402,0.75072
Z PIVOT,COMMUNICATION,4.2,0,10,Paid,Everyone,0.0,2.3978952727983707,0.8,0.0,0.1157102983453303,0.30524
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,1000000,Free,Teen,9.602922854253334,13.815511557963774,0.8,0.5283807854362268,0.666666714889415,0.66502
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36981,1000000,Free,Everyone,10.518186586766932,13.815511557963774,0.8500000000000001,0.5787412618460345,0.666666714889415,0.69847
FP Connect,COMMUNICATION,4.2,0,100,Free,Teen,0.0,4.61512051684126,0.8,0.0,0.2227023748539915,0.3409
EZ Clock & Weather Widget,WEATHER,4.2,6849,1000000,Free,Everyone,8.83200393125627,13.815511557963774,0.8,0.485962580872559,0.666666714889415,0.65088
Lotte Home Shopping LOTTE Homeshopping,SHOPPING,3.6,8820,5000000,Free,Everyone,9.084890521258767,15.424948670398354,0.65,0.4998771376257277,0.7443300100968498,0.6314
DM Me - Chat,SOCIAL,2.9,90,10000,Free,Mature 17+,4.51085950651685,9.210440366976515,0.475,0.2482006286232075,0.4444492696759823,0.38922
Iron Blade,GAME,4.4,161637,10000000,Free,Mature 17+,11.993114545940903,16.118095750958314,0.8500000000000001,0.6598960941151509,0.7777777825657402,0.76256
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,500000000,Free,Everyone,14.549433971997454,20.030118658386467,0.8999999999999999,0.8005522346117276,0.9665522227538712,0.88903
MARVEL Contest of Champions,GAME,4.3,2468063,50000000,Free,Teen,14.718944595599876,17.72753358339242,0.825,0.8098792028481914,0.8554411125167106,0.83011
Pou,GAME,4.3,10485308,500000000,Free,Everyone,16.165485692556295,20.030118658386467,0.825,0.8894721072769798,0.9665522227538712,0.89367
2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4.8,6,100,Paid,Everyone,1.9459101490553128,4.61512051684126,0.95,0.107069644164721,0.2227023748539915,0.42659
Grabo.bg,SHOPPING,4.6,8175,100000,Free,Everyone,9.008958312443486,11.51293546492023,0.8999999999999999,0.4956991263324311,0.5555560380757588,0.65042
Traffic signs BD,COMMUNICATION,4.4,7,500,Free,Everyone,2.079441541679836,6.2166061010848646,0.8500000000000001,0.1144169303177164,0.2999819695263294,0.42147
PINKFONG Baby Shark,EDUCATION,4.5,10852,1000000,Free,Everyone,9.292196818446016,13.815511557963774,0.875,0.5112837339085623,0.666666714889415,0.68432
DM Talk New,COMMUNICATION,4.2,3,5000,Free,Everyone,1.3862943611198906,8.517393171418904,0.8,0.0762779535451442,0.41100631715213,0.42909
"Learn languages, grammar & vocabulary with Memrise",EDUCATION,4.7,1107948,10000000,Free,Everyone,13.918021116349138,16.118095750958314,0.925,0.7658100602065445,0.7777777825657402,0.82286
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368705,100000000,Free,Everyone,15.030039252329656,18.420680753952364,0.8500000000000001,0.8269965369726751,0.888888889328545,0.8553
Learn 50 languages,EDUCATION,4.4,55256,5000000,Free,Everyone,10.919750308187211,15.424948670398354,0.8500000000000001,0.600836467414906,0.7443300100968498,0.73172
Blackjack Verite Drills,GAME,4.6,17,100,Paid,Teen,2.8903717578961645,4.61512051684126,0.8999999999999999,0.1590366727733762,0.2227023748539915,0.42725
Zappos – Shoe shopping made simple,SHOPPING,4.5,44588,5000000,Free,Everyone,10.705242470817003,15.424948670398354,0.875,0.5890336214156074,0.7443300100968498,0.73612
PIP-Camera FN Photo Effect,PHOTOGRAPHY,4.6,8,1000,Free,Everyone,2.19722457733622,6.90875477931522,0.8999999999999999,0.120897696000804,0.3333815641482814,0.45143
"VideoShow-Video Editor, Video Maker, Beauty Camera",VIDEO_PLAYERS,4.6,4016834,100000000,Free,Everyone,15.206004837068376,18.420680753952364,0.8999999999999999,0.8366786759719286,0.888888889328545,0.87519
AE FreeCell,GAME,4.2,358,10000,Free,Everyone,5.883322388488279,9.210440366976515,0.8,0.3237175338992852,0.4444492696759823,0.52272
Roll the Ball® - slide puzzle,GAME,4.5,1385093,100000000,Free,Everyone,14.141278565336613,18.420680753952364,0.875,0.7780943353216195,0.888888889328545,0.84733
Be Fabulous PHOTO BOOTH,PHOTOGRAPHY,4.1,560,10000,Free,Everyone,6.329720905522696,9.210440366976515,0.7749999999999999,0.3482796805111099,0.4444492696759823,0.52258
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,5000000,Free,Mature 17+,12.238554356375417,15.424948670398354,0.8500000000000001,0.673400907366594,0.7443300100968498,0.75591
Agar.io,GAME,4.2,3815614,100000000,Free,Everyone,15.154612415475151,18.420680753952364,0.8,0.8338509152475081,0.888888889328545,0.84091
FO PSA Sept-Fons,COMMUNICATION,4.2,2,100,Free,Everyone,1.0986122886681098,4.61512051684126,0.8,0.060448848000402,0.2227023748539915,0.36105
Adivina el Emoji,GAME,4.3,2536,100000,Free,Everyone,7.838737559599282,11.51293546492023,0.825,0.4313101720623543,0.5555560380757588,0.60396
Khan Academy,EDUCATION,4.6,85375,5000000,Free,Everyone,11.35482030983524,15.424948670398354,0.8999999999999999,0.6247752861141217,0.7443300100968498,0.75637
Axe Knight,GAME,4.5,52,5000,Free,Everyone,3.970291913552122,8.517393171418904,0.875,0.2184570251717267,0.41100631715213,0.50149
Hill Climb Racing,GAME,4.4,8923587,100000000,Free,Everyone,16.004208665830973,18.420680753952364,0.8500000000000001,0.880598175522316,0.888888889328545,0.87316
Angry Birds Classic,GAME,4.4,5566805,100000000,Free,Everyone,15.53233201834575,18.420680753952364,0.8500000000000001,0.8546341479641001,0.888888889328545,0.86451
BEBONCOOL GAMEPAD V1.0,GAME,3.9,404,100000,Free,Everyone,6.003887067106539,11.51293546492023,0.725,0.3303513536800999,0.5555560380757588,0.53697
Stick War: Legacy,GAME,4.6,811040,10000000,Free,Teen,13.606073886690226,16.118095750958314,0.8999999999999999,0.7486458150362497,0.7777777825657402,0.80881
Jewels Star: OZ adventure,GAME,4.5,21892,1000000,Free,Everyone,9.993922230007335,13.815511557963774,0.875,0.5498947099362521,0.666666714889415,0.69719
Gunship Modern Combat 3D,GAME,4.2,3247,500000,Free,Teen,8.085794701281568,13.122365377402328,0.8,0.4449039755897769,0.6332189858499012,0.62604
DK Murali,SOCIAL,4.8,65,500,Free,Teen,4.189654742026425,6.2166061010848646,0.95,0.2305270069224836,0.2999819695263294,0.4935
AK-47 3D,GAME,3.7,91,10000,Free,Everyone,4.5217885770490405,9.210440366976515,0.675,0.2488019779164937,0.4444492696759823,0.45608
Subway Surfers,GAME,4.5,27722264,1000000000,Free,Everyone 10+,17.13774643890461,20.72326583794641,0.875,0.942968725400575,1.0,0.93932
Jetpack Joyride,GAME,4.4,4638163,100000000,Free,Everyone 10+,15.349829156241457,18.420680753952364,0.8500000000000001,0.8445923089233631,0.888888889328545,0.86116
BJ Strategy Tester,GAME,4.3,1,100,Free,Everyone,0.6931471805599453,4.61512051684126,0.825,0.0381389767725721,0.2227023748539915,0.36195
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,10000000,Free,Teen,14.13891275248974,16.118095750958314,0.8500000000000001,0.7779641614079895,0.7777777825657402,0.80191
Superbrothers Sword & Sworcery,GAME,4.4,11023,100000,Paid,Teen,9.30782999325344,11.51293546492023,0.8500000000000001,0.5121439167205017,0.5555560380757588,0.63923
KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527,100000000,Free,Everyone,14.750241420730344,18.420680753952364,0.825,0.8116012453237041,0.888888889328545,0.84183
Cooking Channel,ENTERTAINMENT,4.1,1033,100000,Free,Teen,6.941190055068375,11.51293546492023,0.7749999999999999,0.3819244941174032,0.5555560380757588,0.57083
Text Free: WiFi Calling App,SOCIAL,4.2,83488,5000000,Free,Everyone,11.332470165633982,15.424948670398354,0.8,0.6235455160819233,0.7443300100968498,0.72263
Garena Free Fire,GAME,4.5,5534114,100000000,Free,Teen,15.526442219741934,18.420680753952364,0.875,0.8543100740899705,0.888888889328545,0.87273
Power Rangers: Legacy Wars,GAME,4.3,264755,10000000,Free,Teen,12.486563926096371,16.118095750958314,0.825,0.6870471162587978,0.7777777825657402,0.76327
"Club Factory Everything, Unbeaten Price",SHOPPING,4.2,244141,10000000,Free,Everyone,12.405505302211209,16.118095750958314,0.8,0.6825870346768811,0.7777777825657402,0.75345
Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,10000000,Free,Teen,12.853440250547504,16.118095750958314,0.8500000000000001,0.7072337202140285,0.7777777825657402,0.77834
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,100000000,Free,Everyone,14.965429524263712,18.420680753952364,0.8500000000000001,0.82344152154868,0.888888889328545,0.85411
Fake Chat (Direct Message),SOCIAL,4.4,5985,500000,Free,Everyone,8.697178688412643,13.122365377402328,0.8500000000000001,0.47854410331197,0.6332189858499012,0.65392
Story Saver for Instagram,PHOTOGRAPHY,4.5,41331,5000000,Free,Everyone,10.629392297334244,15.424948670398354,0.875,0.5848601239452468,0.7443300100968498,0.73473
Alarm.fo – choose your info,SOCIAL,4.4,19,1000,Free,Everyone,2.995732273553991,6.90875477931522,0.8500000000000001,0.164833915223636,0.3333815641482814,0.44941
"Sweet Snap Lite - live filter, Selfie photo editor",PHOTOGRAPHY,4.5,3116,500000,Free,Everyone,8.044626279767337,13.122365377402328,0.875,0.4426387691286811,0.6332189858499012,0.65029
Injustice 2,GAME,4.3,504765,5000000,Free,Teen,13.131850234533507,15.424948670398354,0.825,0.7225526484449947,0.7443300100968498,0.76396
LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,1000000,Free,Everyone,8.93247660846174,13.815511557963774,0.8,0.4914908802145862,0.666666714889415,0.65272
Undertale AU Amino,SOCIAL,4.8,5369,50000,Free,Teen,8.58858318750291,10.819798284210286,0.95,0.4725688625507563,0.5221087433235612,0.64823
Makeup Photo Editor: Makeup Camera & Makeup Editor,PHOTOGRAPHY,4.4,10525,1000000,Free,Everyone,9.261603665913723,13.815511557963774,0.8500000000000001,0.5096004095489564,0.666666714889415,0.67542
Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,1000000,Free,Mature 17+,8.81537000096066,13.815511557963774,0.8,0.4850473335788048,0.666666714889415,0.65057
Slickdeals: Coupons & Shopping,SHOPPING,4.5,33583,1000000,Free,Everyone,10.421805042060416,13.815511557963774,0.875,0.5734380685301546,0.666666714889415,0.70503
Jungle book-The Great Escape,GAME,3.9,2362,100000,Free,Everyone,7.767687277186908,11.51293546492023,0.725,0.42740077857911,0.5555560380757588,0.56932
Fotor Photo Editor - Photo Collage & Photo Effects,PHOTOGRAPHY,4.5,597068,10000000,Free,Everyone,13.299787963585576,16.118095750958314,0.875,0.7317930714419998,0.7777777825657402,0.79486
efootwear.eu - online store,SHOPPING,4.5,928,100000,Free,Everyone,6.834108738813838,11.51293546492023,0.875,0.3760325682062149,0.5555560380757588,0.6022
Monster Truck Driver & Racing,EDUCATION,4.4,748,1000000,Free,Everyone,6.618738983517219,13.815511557963774,0.8500000000000001,0.3641822969721362,0.666666714889415,0.62695
Kitchen Island Ideas,HOUSE_AND_HOME,4.0,515,50000,Free,Everyone,6.246106765481563,10.819798284210286,0.75,0.3436789869869565,0.5221087433235612,0.5386
Zalo – Video Call,COMMUNICATION,4.2,1042170,50000000,Free,Everyone,13.856816595316891,17.72753358339242,0.8,0.7624424091917348,0.8554411125167106,0.80596
NinJump,GAME,4.3,421000,10000000,Free,Everyone,12.95039048795861,16.118095750958314,0.825,0.7125682046589201,0.7777777825657402,0.77178
Ay,VIDEO_PLAYERS,3.8,11,5000,Free,Teen,2.4849066497880004,8.517393171418904,0.7,0.1367268015455463,0.41100631715213,0.41591
Pou,GAME,4.3,10486018,500000000,Free,Everyone,16.1655534040527,20.030118658386467,0.825,0.8894758329607323,0.9665522227538712,0.89368
Zombie Tsunami,GAME,4.4,4918776,100000000,Free,Everyone 10+,15.408570480332276,18.420680753952364,0.8500000000000001,0.8478244276680142,0.888888889328545,0.86224
Fruit Ninja®,GAME,4.3,5091448,100000000,Free,Everyone,15.443073023849198,18.420680753952364,0.825,0.8497228581062994,0.888888889328545,0.85454
Remind: School Communication,EDUCATION,4.5,108613,10000000,Free,Everyone,11.59555559161718,16.118095750958314,0.875,0.6380212424964342,0.7777777825657402,0.7636
Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,500000,Free,Everyone,8.479698986988657,13.122365377402328,0.75,0.4665777366964197,0.6332189858499012,0.6166
Survival Run with Bear Grylls,GAME,4.2,128579,5000000,Free,Everyone,11.764306557695678,15.424948670398354,0.8,0.6473064121633119,0.7443300100968498,0.73055
SnipSnap Coupon App,SHOPPING,4.2,9975,1000000,Free,Everyone,9.207937487359873,13.815511557963774,0.8,0.5066475400938939,0.666666714889415,0.65777
Photo Editor by Aviary,PHOTOGRAPHY,4.4,1490722,50000000,Free,Everyone,14.214771795132586,17.72753358339242,0.8500000000000001,0.782138146885371,0.8554411125167106,0.82919
Learn English with Wlingua,EDUCATION,4.7,314299,10000000,Free,Everyone,12.65810322278566,16.118095750958314,0.925,0.6964857079973245,0.7777777825657402,0.79975
YouTube,VIDEO_PLAYERS,4.3,25655305,1000000000,Free,Teen,17.060260969786583,20.72326583794641,0.825,0.9387052492013108,1.0,0.92124
"Meitu – Beauty Cam, Easy Photo Editor",PHOTOGRAPHY,4.5,462702,10000000,Free,Everyone,13.044840658556804,16.118095750958314,0.875,0.7177651281459348,0.7777777825657402,0.79018
Baby Monitor AV,COMMUNICATION,3.3,1434,100000,Free,Everyone,7.268920128193722,11.51293546492023,0.575,0.3999571573051892,0.5555560380757588,0.51017
Adobe Photoshop Fix,PHOTOGRAPHY,4.2,28390,5000000,Free,Everyone,10.253827472516983,15.424948670398354,0.8,0.5641954533932733,0.7443300100968498,0.70284
VUE: video editor & camcorder,VIDEO_PLAYERS,4.4,38630,1000000,Free,Everyone,10.561810341941891,13.815511557963774,0.8500000000000001,0.5811415679166819,0.666666714889415,0.69927
BOO! - Next Generation Messenger,SOCIAL,3.5,20675,1000000,Free,Teen,9.93672888631593,13.815511557963774,0.625,0.5467477655819086,0.666666714889415,0.6128
